DEPTH,CILD,CALN,CALD,GR,ILD,ILM,LWTLB,NPLS,DPLS,RXRT,SFL,SP,DRHO,RHOB,PE
3,,,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
5.5,,,,95.71,,,,,,,,,,,
6,,,,94.05,,,,,,,,,,,
6.5,,,,90.42,,,,,,,,,,,
7,,,,90.69,,,,,,,,,,,
7.5,,,,90.11,,,,,,,,,,,
8,,,,85.63,,,,,,,,,,,
8.5,,,,80.1,,,,,,,,,,,
9,,,,76.06,,,,,,,,,,,
9.5,,,,71.41,,,,,,,,,,,
10,,,,67.5,,,,,,,,,,,
10.5,,,,68.06,,,,,,,,,,,
11,,,,71.3,,,,,,,,,,,
11.5,,,,73.83,,,,,,,,,,,
12,,,,74.91,,,,,,,,,,,
12.5,,,,76.64,,,,,,,,,,,
13,,2.25,,77.31,,,,,,,,,,,
13.5,,2.25,,80.1,,,,,,,,,,,
14,,2.25,,81.76,,,,0.04,,,,,,,
14.5,,2.25,,73.01,,,,-0.09,,,,,,,
15,,2.25,,58.57,,,,-0.21,,,,,,,
15.5,,2.25,,47.09,,,,-0.3,,,,,,,
16,,2.25,,39.79,,,,-0.35,,,,,,,
16.5,,2.25,,37.32,,,,-0.33,,,,,,,
17,,2.25,,38.57,,,,-0.33,,,,,,,
17.5,,2.25,,40.44,,,,-0.36,,,,,,,
18,,2.25,,41.98,,,,-0.42,,,,,,,
18.5,,2.25,,42.79,,,,-0.53,,,,,,,
19,,2.25,,41.76,,,,-0.62,,,,,,,
19.5,,2.25,,39.87,,,,-0.67,,,,,,,
20,,2.25,,37.03,,,,-0.68,,,,,,,
20.5,,2.25,,36.3,,,,-0.68,,,,,,,
21,,2.25,,37.26,,,,-0.76,,,,,,,
21.5,,2.25,,36.16,,,,-1.13,,,,,,,
22,,2.25,,34.53,,,,-1.57,,,,,,,
22.5,,2.25,2.25,35.34,,,,-1.7,,,,,,,
23,,2.25,2.25,43.67,,,,-1.56,,,,,,,
23.5,,2.25,2.25,45.56,,,,-1.22,-6.31,,,,1.35,2.82,5.45
24,,2.25,2.25,45.46,,,,-0.95,-16.31,,,,1.46,2.99,5.53
24.5,,2.25,2.25,44.08,,,,-0.88,-21.33,,,,1.52,3.07,5.54
25,,2.25,2.25,43.6,,,,-0.89,-23.76,,,,1.55,3.12,5.54
25.5,,2.25,2.25,45.63,,,,-0.88,-24.01,,,,1.55,3.12,5.54
26,,2.25,2.25,47.72,,,,-0.83,-23.2,,,,1.53,3.11,5.52
26.5,,2.25,2.25,48.47,,,,-0.77,-22.92,,,,1.52,3.1,5.49
27,,2.25,2.25,47.71,,,,-0.73,-23.29,,,,1.51,3.11,5.47
27.5,,2.25,2.25,48.59,,,,-0.73,-23.87,,,,1.52,3.12,5.54
28,,2.25,2.25,51.33,,,,-0.77,-24.79,,,,1.53,3.13,5.6
28.5,,2.25,2.25,49.7,,,,-0.87,-24.94,,,,1.52,3.14,5.59
29,,2.25,2.25,42.16,,,,-1.02,-25.89,,,,1.52,3.15,5.58
29.5,,,2.25,36.2,,,,,-28.47,,,,1.54,3.2,5.55
30,,,2.25,38.72,,,,,-29.78,,,,1.53,3.22,5.5
30.5,,,2.25,45.75,,,,,-27.25,,,,1.47,3.18,5.47
31,,,2.25,47.7,,,,,-25.11,,,,1.39,3.14,5.42
31.5,,6.97,2.25,45.21,,,,-2.01,-24.27,,,,1.31,3.13,5.31
32,,6.97,2.25,42.84,,,,-2.04,-21.25,,,,1.16,3.07,5.12
32.5,,6.97,2.25,36.6,,,,-2.14,-12.9,,,,0.91,2.93,4.87
33,,6.97,2.25,30.97,,,,-2.21,-3.7,,,,0.67,2.77,4.66
33.5,,6.97,2.25,31.54,,,,-2.22,0.57,,,,0.55,2.7,4.6
34,,6.97,2.25,34.1,,,,-2.18,2.65,,,,0.48,2.66,4.59
34.5,5.94,6.97,2.25,35.99,168.41,,,-2.12,6.01,,,,0.41,2.61,4.53
35,6.13,6.97,2.25,37.84,163.16,,,-2.04,8.48,,,,0.37,2.56,4.49
35.5,6.46,6.97,2.25,42.62,154.68,,,-1.91,9.08,,,,0.38,2.55,4.4
36,6.88,6.97,2.25,45.73,145.42,,,-1.81,8.64,,,,0.41,2.56,4.35
36.5,7.24,6.97,2.25,41.91,138.05,,,-1.78,7.96,,,,0.43,2.57,4.37
37,7.61,6.97,2.25,37.21,131.33,,,-1.72,8.58,,,,0.42,2.56,4.39
37.5,7.8,6.97,2.25,35.75,128.21,579.84,,-1.67,9.71,,,,0.42,2.54,4.43
38,7.86,6.97,2.25,37.66,127.16,731.2,,-1.72,9.33,,,,0.44,2.55,4.48
38.5,7.89,6.97,,41.13,126.81,1229.82,,-1.84,7.92,,,,0.46,2.57,4.54
39,7.94,6.97,,43.81,125.87,2913.54,,-1.92,7.36,,,,0.46,2.58,4.6
39.5,8.13,6.97,,47.08,123.03,10000,,-1.91,6.46,,,,0.45,2.6,4.64
40,8.34,6.97,,49.46,119.84,10000,,-1.89,0.26,,,,0.5,2.71,4.79
40.5,8.73,6.97,6.97,49.06,114.48,10000,,-1.94,-9.24,,,,0.5,2.87,5.14
41,9.02,6.97,6.97,48.46,110.82,1663.3,,-2.01,9.06,,,,0.1,2.56,4.99
41.5,9.1,6.97,6.97,50.58,109.84,633.63,,-2.06,12.99,,,,0.01,2.49,4.89
42,9.12,6.97,6.97,53.03,109.63,345.68,,-2.09,11.18,,,,0.02,2.52,4.77
42.5,9.62,6.97,6.97,55.94,103.95,237.16,,-2.1,9.68,,,,0.03,2.54,4.63
43,11.08,6.98,6.97,63.34,90.23,186.34,,-2.09,9.57,-174.2,12155.29,,0.03,2.55,4.55
43.5,13.86,6.98,6.97,68.82,72.12,146.03,,-2.15,9.42,-181.08,12190.36,,0.03,2.55,4.56
44,17.83,6.98,6.97,65.93,56.09,100.88,,-2.34,8.07,-188.82,12229.91,,0.01,2.57,4.62
44.5,22.47,6.98,7.02,63,44.5,63.49,,-2.41,7.19,-195.93,12265.33,,0,2.59,4.73
45,27.13,6.91,7.06,70.5,36.86,41.13,,-2.2,8.59,-201.82,12281.87,,-0.01,2.56,4.65
45.5,32.49,7,7.06,94.07,30.78,29.4,,-1.74,10.97,-207.34,12363.48,,0,2.52,4.32
46,39.13,7.02,7.06,124.21,25.55,23.22,,-1.24,12.5,-213.09,12422.31,-143.7,0.02,2.5,3.87
46.5,47.35,7.02,7.06,140.66,21.12,19.57,,-1.04,13.26,-219.06,12496.8,-144.16,0.02,2.48,3.47
47,56.47,7.04,7.06,143.65,17.71,16.92,620.42,-1,13.87,-224.46,12529.6,-144.6,0.02,2.47,3.18
47.5,64.81,7.07,7.06,149.77,15.43,14.81,615.97,-0.93,14.63,-228.65,12553.93,-144.77,0.01,2.46,3.11
48,72.23,7.08,7.06,159.09,13.84,13.22,615.04,-0.86,15.96,-231.92,12553.68,-144.55,0,2.44,3.24
48.5,78.69,7.08,7.06,164.83,12.71,12.15,615.87,-0.91,17,-234.59,12581.93,-140.78,-0.01,2.42,3.35
49,84.1,7.08,7.06,162.72,11.89,11.49,619.94,-0.97,17.65,-236.78,12654.72,-127.59,-0.01,2.41,3.36
49.5,87.92,7.08,7.06,156.14,11.37,11.06,613.45,-0.96,17.69,-238.37,12755.88,-96.15,-0.01,2.41,3.32
50,90.01,7.08,7.06,154.42,11.11,10.71,605.56,-0.91,17.51,-239.37,12876.33,-51.1,0,2.41,3.29
50.5,91.41,7.06,7.06,161.49,10.94,10.2,584.53,-0.89,17.4,-240,12926.68,-20.2,0.01,2.41,3.31
51,92.84,7.03,7.06,172.29,10.77,8.57,567.04,-0.94,17.72,-240.44,12893.01,2.36,0,2.41,3.35
51.5,103.43,7.04,7.06,174.67,9.67,35.05,547.78,-0.99,17.55,-243.69,12888.57,20.9,-0.01,2.41,3.41
52,89.39,7.04,7.06,165.19,11.19,14.56,540.21,-0.99,16.89,-239.24,12877.17,27.85,-0.01,2.42,3.44
52.5,75.61,7.04,7.06,153.7,13.23,12.97,540.54,-0.95,15.87,-234.17,12878.79,33.47,-0.01,2.44,3.42
53,70.74,7.04,7.06,147.15,14.14,364.07,553.67,-0.95,14.6,-232.16,12876.61,32.85,0,2.46,3.35
53.5,66.49,7.04,7.06,145.43,15.04,16.47,570.77,-0.96,13.26,-230.33,12900.43,21.87,0.01,2.48,3.24
54,61.48,7.04,7.06,145.9,16.27,16.28,592.86,-0.97,12.16,-228.18,12994.38,6.27,0.02,2.5,3.1
54.5,56.32,7.04,7.06,144.57,17.76,17.05,610.99,-1.02,12.15,-225.73,13081.61,-19.64,0.02,2.5,3.02
55,51.95,7.04,7.06,143.7,19.25,19.05,627.92,-1.05,12.18,-223.48,13167.64,-52.13,0.02,2.5,3
55.5,48.13,7.04,7.06,142.8,20.78,23.53,633.29,-1.06,11.84,-221.47,13301.97,-76.82,0.02,2.51,3.03
56,45.54,7.04,7.06,137.61,21.96,32.73,637.48,-1.1,12.15,-220.01,13395.75,-87.5,0.02,2.5,3.08
56.5,44.14,7.04,7.06,131.2,22.66,42.56,640.2,-1.18,13.29,-219.11,13419.18,-82.49,0,2.48,3.14
57,42.67,7.03,7.06,124.73,23.44,40.85,643.16,-1.25,13.75,-218.08,13413.92,-61.33,-0.01,2.47,3.11
57.5,41.66,7.03,7.06,121.49,24.01,34.58,641.43,-1.21,13.03,-217.13,13317.32,-28.57,0,2.49,3.02
58,41.5,7.03,7.06,124.11,24.09,30,637.33,-1.08,11.69,-216.8,13213.76,-4.18,0.02,2.51,2.99
58.5,42.33,7.04,7.06,131.64,23.63,27.07,639.28,-0.98,10.72,-217.26,13159.56,-8.79,0.03,2.53,2.99
59,44.44,7.03,7.06,137.54,22.5,25.03,644.08,-0.94,10.73,-218.58,13088.02,-28.52,0.04,2.53,3.03
59.5,47.77,7.03,7.06,135.75,20.93,23.4,650.9,-0.97,11.31,-221.02,13196.8,-32.2,0.03,2.52,3.13
60,52.18,7.03,7.06,131.23,19.16,21.81,650.63,-1.03,12.22,-224,13328.27,-16.55,0.01,2.5,3.25
60.5,57.19,7.03,7.06,132.07,17.49,20.07,651.69,-1.04,12.82,-226.95,13400.69,-0.72,0,2.49,3.3
61,62.14,7.03,7.06,140.46,16.09,18.15,653.88,-0.99,12.94,-229.48,13401.95,12.32,-0.01,2.49,3.23
61.5,66.91,7.03,7.06,146.58,14.95,16.34,660.91,-0.94,12.86,-231.74,13411.61,35.06,-0.01,2.49,3.21
62,71.32,7.03,7.06,150.15,14.02,14.87,664.52,-0.9,12.86,-233.93,13520.68,52.95,0,2.49,3.32
62.5,75.28,7.03,7.06,156.71,13.28,13.81,671.31,-0.89,12.74,-235.95,13693.22,51.89,0,2.49,3.37
63,78.53,7.03,7.06,158.61,12.73,13.11,686.7,-0.9,11.81,-237.61,13860.79,44.74,0.02,2.51,3.32
63.5,80.42,7.03,7.06,154.66,12.43,12.68,721.18,-0.89,10.76,-238.45,13915.89,34.86,0.02,2.53,3.24
64,80.58,7.03,7.06,149.11,12.41,12.44,763.84,-0.83,10.45,-238.43,13875.71,28.75,0.02,2.53,3.14
64.5,78.85,7.03,7.06,143.53,12.68,12.35,806.74,-0.5,11.56,-237.09,13566.61,21.96,0.01,2.51,3.13
65,76.48,7.03,7.06,137.43,13.07,12.41,830.92,1.3,13.04,-233.86,12572.48,13.5,0,2.49,3.26
65.5,75.71,7.03,7.06,129.26,13.21,12.54,839.64,9.9,13.87,-228.45,10625.26,10.7,0,2.47,3.38
66,78.81,7.03,7.06,125.61,12.69,12.58,831.94,28.94,15.48,-222.41,8361.83,21.52,-0.01,2.45,3.41
66.5,87.03,7.03,7.06,127.81,11.49,12.16,833.47,37.21,20.53,-221.18,7271.37,39.36,-0.01,2.36,3.38
67,99.87,7.03,7.06,128.22,10.01,10.99,820.22,37.1,29.21,-231.2,8814.72,50.3,-0.01,2.21,3.29
67.5,114.47,7,7.06,120.03,8.74,9.3,800.85,39.38,37.12,-244.78,12017.88,51.38,0,2.08,3.15
68,127.72,7.05,7.06,111.59,7.83,7.68,766.96,41.65,39.28,-253.21,14258.11,51.34,0.01,2.04,2.98
68.5,137.58,7.19,7.06,115.45,7.27,6.54,745.01,39.85,35.09,-257.09,15146.5,59.31,0.03,2.11,2.88
69,143.06,7.2,7.06,125,6.99,5.94,740.92,37.92,29.37,-258.06,15049.49,64.04,0.04,2.21,2.79
69.5,143.53,7.2,7.06,133.18,6.97,5.87,756.89,36.97,26.23,-257.34,14646.65,55.6,0.03,2.26,2.75
70,138.43,7.18,7.02,136.36,7.22,6.36,775.9,36.69,25.56,-255.21,14142.27,37.02,0.01,2.27,2.77
70.5,126.86,7.17,6.97,130.12,7.88,7.6,794.23,35.52,25.32,-250.1,13034.35,21.98,0,2.28,2.83
71,109.69,7.19,6.97,116.24,9.12,10.18,800.36,30.5,23.58,-239.63,10684.09,13.3,0.01,2.31,2.85
71.5,89.04,7.12,6.97,95.49,11.23,15.5,804.45,20.38,19.46,-221.55,7226.64,7.03,0.04,2.38,2.94
72,67.99,6.93,6.97,71.96,14.71,27.41,792.01,12,14.27,-192.72,3624.61,4.67,0.06,2.47,3.13
72.5,48.17,6.92,6.97,56.53,20.76,54.46,784.25,8.03,9.37,-152.46,1360.38,7.43,0.05,2.55,3.41
73,33.58,6.94,6.97,46.64,29.78,102.53,783.01,6.62,4.29,-104.57,412.57,13.82,0.04,2.64,3.7
73.5,24.69,6.94,6.97,37.05,40.49,118.3,787.29,6.62,0.11,-59.41,140.98,18.76,0.03,2.71,3.97
74,21.51,6.94,6.97,30.3,46.5,91.91,792.02,7.33,-1.56,-43.42,103.73,22.67,0.01,2.74,4.28
74.5,22.45,6.94,6.97,28.35,44.54,70.48,788.18,8.22,-0.51,-41.06,93.44,27.05,0,2.72,4.51
75,25.38,6.94,6.97,33.04,39.41,58.53,781.46,9.04,2.28,-39.32,79.4,30.58,-0.01,2.67,4.55
75.5,27.89,6.94,6.97,41.99,35.86,53.58,771.42,9.85,3.85,-35.45,66.06,32.28,-0.01,2.64,4.36
76,28.78,6.94,6.97,49,34.75,53.94,764.92,10.88,4.83,-32.4,59.52,31.58,0,2.63,4.18
76.5,28.23,6.94,6.97,51.6,35.43,59.22,755.14,11.72,5.59,-33.39,62.1,29.36,0.01,2.61,4.19
77,27.22,6.94,6.97,49,36.74,69.66,744.56,11.32,6.08,-40.2,76.03,28.44,0.01,2.61,4.17
77.5,27.21,6.94,6.97,47.43,36.75,82.52,732.45,10.25,5.98,-53.63,109.09,31.2,0,2.61,4.16
78,29.49,6.94,6.97,50.7,33.91,84.08,726.58,8.7,5.13,-70.4,163.06,39.04,-0.01,2.62,4.21
78.5,34.68,6.94,6.97,55.34,28.84,62.92,719.58,7.23,4.14,-86.28,225.37,51.46,-0.01,2.64,4.36
79,42.22,6.94,6.97,56.82,23.69,38.52,719.51,6.41,3.65,-94.42,239.19,63.84,-0.01,2.65,4.53
79.5,50.68,6.94,6.97,58.51,19.73,23.83,712.81,7.12,4.8,-87.85,162.99,72.3,-0.01,2.63,4.65
80,60.16,6.97,6.97,75.31,16.62,16.35,709.52,10.33,8.04,-69.18,79.1,79.04,0,2.57,4.47
80.5,70.22,7.01,6.97,110.98,14.24,12.71,700.25,17.26,11.48,-42.22,32.48,89.78,0.02,2.51,3.92
81,80.68,6.99,6.97,140.53,12.39,11.02,695.72,27.82,13.07,-15.49,15.2,103.41,0.06,2.49,3.43
81.5,91.63,7,6.97,149.87,10.91,10.29,680.68,33.71,13.53,-12.04,12.56,114.93,0.07,2.48,3.22
82,101.78,7,6.97,150.45,9.82,9.95,664.91,34.42,14.32,-16.67,12.5,119.07,0.04,2.47,3.3
82.5,109.18,7,6.97,147.94,9.16,9.69,640.52,34.34,14.4,-19.05,12.3,114.31,0.02,2.46,3.53
83,113.13,6.99,6.97,144.33,8.84,9.39,618.31,33.8,13.45,-18.25,11.68,106.98,0.01,2.48,3.61
83.5,113.95,7,6.97,145.12,8.78,9.09,602.59,34.67,12.76,-15.77,11.01,102.11,0.01,2.49,3.57
84,112.84,7,6.96,148.36,8.86,8.89,607.99,34.96,13.15,-13.16,10.52,99.56,0,2.49,3.56
84.5,111.27,7,6.97,148.49,8.99,8.84,627.53,34.45,13.86,-11.5,10.32,97.15,0,2.47,3.57
85,110.17,6.99,6.97,150.03,9.08,8.94,657.81,34.25,13.8,-11.41,10.39,92.66,0,2.47,3.56
85.5,109.89,6.97,6.97,154.65,9.1,9.14,678.52,34.71,12.99,-13.05,10.76,84.81,0,2.49,3.52
86,110.06,6.97,6.97,160.65,9.09,9.34,693.56,34.04,12.59,-15.26,11.25,71.09,0,2.49,3.49
86.5,109.87,6.97,6.97,160.77,9.1,9.46,695.74,32.81,12.2,-16.06,11.46,51.59,0.01,2.5,3.51
87,109.3,6.97,6.97,152.61,9.15,9.47,696.34,32.48,12.04,-15.21,11.31,29.89,0.01,2.5,3.58
87.5,108.34,6.97,6.97,146.81,9.23,9.43,693.91,32.76,12.02,-14.1,11.15,10.72,0,2.5,3.62
88,107.36,6.97,6.97,148.71,9.31,9.4,688.63,32.47,11.71,-13.72,11.16,-4.36,0.01,2.51,3.67
88.5,106.74,6.97,6.97,151.79,9.37,9.43,687.38,32.82,11.42,-14.07,11.3,-15.21,0.01,2.51,3.6
89,106.29,6.97,6.97,152.75,9.41,9.5,686.91,33.08,11.52,-14.59,11.47,-22.8,0.01,2.51,3.43
89.5,105.88,6.97,6.97,148.76,9.44,9.61,688.05,33.95,11.99,-15.02,11.61,-27.34,0,2.5,3.31
90,105.64,6.97,6.97,146.94,9.47,9.73,687.22,35.04,12.05,-15.58,11.78,-28.02,0,2.5,3.25
90.5,105.41,6.97,6.97,148.64,9.49,9.83,685.26,33.59,11.7,-16.25,11.97,-24.49,0.01,2.51,3.3
91,105.49,6.97,6.97,151.86,9.48,9.9,680.4,32.66,11.06,-16.85,12.11,-17.24,0.01,2.52,3.41
91.5,106.01,6.97,6.97,154.93,9.43,9.9,676.35,32.13,10.7,-17.23,12.15,-8.9,0.01,2.53,3.46
92,106.87,6.97,6.97,153.85,9.36,9.84,667.32,32.27,11.08,-17.34,12.08,-2.74,0,2.52,3.57
92.5,108.1,6.97,6.97,147.6,9.25,9.71,656.83,32.33,11.72,-17.09,11.89,-0.43,0,2.51,3.75
93,109.31,6.97,6.97,142.79,9.15,9.57,639.81,32.86,12.58,-16.25,11.56,-1.77,0,2.49,3.84
93.5,110.11,6.96,6.97,142.98,9.08,9.47,625.42,34.07,13.81,-14.97,11.17,-4.87,0,2.47,3.82
94,109.96,6.95,6.92,150.25,9.09,9.43,609.63,34.5,14.92,-14.03,10.96,-8.93,0,2.45,3.77
94.5,108.9,6.98,6.91,155.74,9.18,9.5,599.12,33.03,15.2,-14.2,11.12,-13.99,0.01,2.45,3.71
95,107.2,6.98,6.91,156.32,9.33,9.71,586.13,32.78,14.71,-15.14,11.51,-19.79,0.01,2.46,3.66
95.5,105.39,6.98,6.89,154.9,9.49,10.07,577.64,32.7,14.13,-16.43,12.02,-25.58,0.01,2.47,3.54
96,103.77,6.98,6.88,152.99,9.64,10.51,560.28,33.19,13.49,-18.22,12.67,-30.09,0,2.48,3.47
96.5,102.46,6.98,6.88,148.95,9.76,10.94,544.05,33.36,12.88,-20.4,13.44,-32.89,0,2.49,3.52
97,101.02,6.96,6.88,143.66,9.9,11.17,526.58,32.96,12.41,-21.67,14,-34.15,0,2.5,3.65
97.5,99.34,6.95,6.88,142.77,10.07,11.11,518.62,32.18,12.12,-20.66,13.91,-34.61,0,2.5,3.75
98,97.44,6.95,6.88,144.96,10.26,10.88,521.47,32.39,12.46,-17.23,13.16,-34.79,0,2.5,3.84
98.5,96,6.95,6.88,147.36,10.42,10.68,535.72,33.16,13.23,-13.63,12.39,-34.84,-0.01,2.48,3.89
99,95.66,6.95,6.88,152.56,10.45,10.67,551.11,33.02,13.52,-13.41,12.37,-35.1,-0.01,2.48,3.86
99.5,96.57,6.95,6.88,156.19,10.36,10.82,568.11,33.46,13.16,-16.72,13.13,-35.38,-0.01,2.48,3.77
100,98.19,6.95,6.88,152.14,10.18,10.99,577.76,33.9,12.6,-20.05,13.88,-35.15,-0.01,2.49,3.71
100.5,99.69,6.95,6.88,142.26,10.03,10.99,584.45,33.41,12.48,-21.13,14,-34.24,-0.01,2.5,3.73
101,100.54,6.95,6.88,134.26,9.95,10.76,582.63,32.8,12.41,-19.97,13.54,-32.69,-0.01,2.5,3.75
101.5,101.16,6.95,6.88,134.79,9.89,10.42,577.44,32.97,12.28,-17.65,12.81,-30.85,-0.01,2.5,3.68
102,102.06,6.95,6.88,141.62,9.8,10.09,571,33.44,12.39,-15.78,12.21,-29.35,-0.01,2.5,3.65
102.5,103.37,6.95,6.88,150.2,9.67,9.88,563.46,32.72,12.84,-15.47,11.98,-28.44,-0.01,2.49,3.68
103,104.95,6.95,6.88,152.06,9.53,9.78,562.53,32.4,13.11,-16.58,12.09,-28.23,-0.01,2.49,3.75
103.5,106.56,6.94,6.88,147.62,9.38,9.75,565.17,33.05,13.4,-18.01,12.28,-28.92,-0.01,2.48,3.87
104,107.26,6.94,6.88,149.97,9.32,9.74,572.68,33.76,12.96,-18.61,12.36,-30.65,0,2.49,3.82
104.5,106.85,6.94,6.88,155.98,9.36,9.76,575.29,33.6,11.98,-18.42,12.35,-33.32,0,2.51,3.67
105,105.53,6.94,6.88,150.81,9.48,9.86,576.48,33.42,11.42,-18.21,12.45,-36.47,0.01,2.51,3.65
105.5,103.71,6.94,6.88,147.26,9.64,10.07,572.71,32.48,11.23,-18.9,12.84,-39.4,0.01,2.52,3.65
106,101.48,6.94,6.88,146.87,9.85,10.38,574.67,31.11,11.37,-19.93,13.41,-41.69,0.01,2.52,3.55
106.5,99.16,6.94,6.88,145.34,10.08,10.71,573.35,29.93,12,-20.23,13.8,-43.36,0.01,2.5,3.47
107,97.15,6.94,6.88,147.51,10.29,11.01,574.32,31.05,12.47,-20.14,14.04,-44.37,0,2.5,3.47
107.5,95.2,6.93,6.88,143.48,10.5,11.23,563.49,33.84,12.64,-20.14,14.3,-44.84,0,2.49,3.49
108,93.67,6.92,6.88,138.37,10.68,11.38,553.39,33.7,12.73,-20.21,14.54,-44.93,0,2.49,3.55
108.5,92.51,6.92,6.88,136.88,10.81,11.43,535.35,32.36,12.57,-19.9,14.61,-44.81,-0.01,2.5,3.64
109,91.76,6.92,6.88,140.79,10.9,11.42,522.67,33.31,12.03,-19.17,14.5,-44.83,0,2.5,3.72
109.5,91.61,6.92,6.88,147.68,10.92,11.35,511.88,35.64,10.94,-18.6,14.34,-44.88,0,2.52,3.67
110,91.9,6.92,6.87,143.48,10.88,11.25,514.98,37.26,9.42,-18.63,14.31,-44.72,0.01,2.55,3.58
110.5,92.43,6.92,6.88,135.6,10.82,11.11,528.24,35.79,8.9,-18.54,14.21,-44.17,0,2.56,3.68
111,93.15,6.94,6.88,136.36,10.74,10.95,551.95,35.42,9.78,-17.65,13.85,-43.21,0,2.54,3.9
111.5,93.85,6.94,6.88,141.55,10.66,10.79,570.79,34.87,11.24,-16.45,13.41,-42,0,2.52,3.82
112,94.81,6.94,6.88,142.41,10.55,10.65,584.62,32.43,11.68,-15.84,13.11,-40.34,0,2.51,3.6
112.5,96.4,6.94,6.88,138.38,10.37,10.53,584.78,30.89,11.6,-16.17,12.99,-38.22,0,2.51,3.46
113,98.55,6.94,6.88,139.46,10.15,10.39,582.13,31.88,11.67,-16.91,12.92,-35.82,0,2.51,3.46
113.5,100.96,6.94,6.88,145.92,9.91,10.2,573.5,34.31,11.97,-17.51,12.79,-33.4,0,2.51,3.57
114,103.14,6.94,6.88,153.4,9.7,10.01,561.15,36.46,12.35,-18.04,12.67,-31.29,0,2.5,3.51
114.5,103.97,6.94,6.87,157.55,9.62,9.86,546.32,35.28,12.71,-18.3,12.65,-29.68,0,2.49,3.46
115,102.51,6.94,6.88,155.77,9.76,9.83,530.46,34.01,12.75,-17.59,12.63,-28.57,0,2.49,3.45
115.5,97.78,6.94,6.88,158.07,10.23,10.02,519.38,34.43,12.55,-14.79,12.45,-27.8,0,2.5,3.51
116,90.35,6.92,6.88,162.62,11.07,10.63,511.26,36.72,12.13,-11.65,12.59,-27.15,0,2.5,3.49
116.5,81.83,6.91,6.88,161.88,12.22,11.97,507.05,37.35,12.06,-14.49,14.64,-26.4,0.01,2.5,3.49
117,74.12,6.91,6.88,156.14,13.49,14.41,503.63,35.6,12.83,-25.38,20.41,-25.4,0.01,2.49,3.49
117.5,67.95,6.92,6.88,142.04,14.72,18.18,501.25,33.22,13.65,-37.84,29.88,-24.17,0,2.48,3.45
118,62.95,6.92,6.88,125.68,15.88,22.47,494.79,29.89,14.41,-45.75,39.47,-22.93,0,2.46,3.34
118.5,58.47,6.92,6.88,111.77,17.1,24.81,487.36,27.14,14.87,-46.62,43.39,-22,0.01,2.46,3.17
119,53.81,6.92,6.88,103.67,18.58,23.79,477.27,26.26,15.71,-40.07,39.54,-21.69,0.01,2.44,3.06
119.5,49.35,6.92,6.88,109.29,20.26,21.37,472.53,27.63,17.24,-26.27,30.61,-22.03,0.01,2.42,3.02
120,46.34,6.92,6.88,121.71,21.58,19.89,467.33,28.77,19.59,-10.71,23.36,-22.58,0,2.38,3
120.5,45.18,6.92,6.88,129.83,22.13,20.3,466.94,29.08,22.85,-8.3,22.84,-22.44,-0.01,2.32,3.03
121,45.19,6.92,6.88,130.33,22.13,22.99,457.72,28.17,23.53,-21.57,29.94,-20.85,-0.01,2.31,3.05
121.5,45.03,6.92,6.87,119.88,22.21,28.11,445.72,25.89,21.16,-34.38,40.63,-18.03,-0.02,2.35,2.96
122,43.14,6.92,6.88,103.31,23.18,35.07,429.42,23.86,19.85,-39.33,47.99,-14.81,-0.01,2.37,2.86
122.5,39,6.92,6.88,93.85,25.64,42.11,422.35,23.35,19.95,-37.44,50.39,-11.83,-0.01,2.37,2.74
123,33.34,6.92,6.88,95.16,29.99,48.04,428.8,24.23,20.25,-31.34,50.34,-9.37,0,2.36,2.7
123.5,28.51,6.92,6.88,99.14,35.07,53.66,448.89,24.31,20.67,-25.36,50.77,-7.2,0,2.36,2.74
124,25.29,6.92,6.88,95.59,39.54,60.28,470.43,24,21.23,-22.4,53.23,-4.97,0,2.35,2.75
124.5,23.79,6.92,6.88,88.62,42.04,67.38,486.31,23.61,21.05,-22.63,56.71,-3.01,0,2.35,2.72
125,23.72,6.92,6.88,84.64,42.15,71.57,491.1,22.51,20.38,-24.29,59.03,-1.69,0,2.36,2.72
125.5,24.13,6.92,6.88,80.73,41.44,69.7,494.45,21.51,19.76,-24.49,58.33,-0.95,-0.01,2.37,2.79
126,24.68,6.92,6.88,83.41,40.51,63.47,494.19,20.35,18.66,-22.73,54.88,-0.5,-0.01,2.39,2.82
126.5,25.24,6.92,6.88,99.1,39.62,57.19,496.74,20.31,17.4,-21.23,51.95,-0.14,0,2.41,2.75
127,25.88,6.92,6.88,111.54,38.63,53.2,498.24,21.78,16.81,-21.77,51.33,0.04,0.01,2.42,2.7
127.5,26.51,6.92,6.88,108.47,37.72,51.74,501.23,22.99,17.35,-23.48,52.14,-0.07,0.01,2.41,2.71
128,26.99,6.92,6.88,102.2,37.05,52.04,505.87,23.47,17.71,-25,53.05,-0.4,0.02,2.41,2.71
128.5,27.19,6.92,6.88,99.21,36.78,53.11,508.91,23.85,16.72,-25.51,53.3,-0.8,0.03,2.42,2.65
129,27.14,6.92,6.88,98.79,36.85,54.19,511.33,23.84,14.86,-25.42,53.29,-1.16,0.04,2.46,2.58
